table,column,value
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10024
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10023
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10016
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10017
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10020
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10018
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10022
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_code,10012
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_section,1
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_section,2
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_section,3
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,MWF 10:00-10:50 a.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,MWF 8:00-8:50 a.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,W 6:00-8:40 p.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,MWF 9:00-9:50 a.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,TTh 2:30-3:45 p.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,MWF 11:00-11:50 a.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,TTh 1:00-2:15 p.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_time,Th 6:00-8:40 p.m.
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_room,BUS252
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_room,BUS311
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_room,BUS200
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_room,KLR211
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_room,KLR200
course as t1 join class as t2 on t1.crs_code = t2.crs_code,class_room,KLR209
course as t1 join class as t2 on t1.crs_code = t2.crs_code,prof_num,162
course as t1 join class as t2 on t1.crs_code = t2.crs_code,prof_num,228
course as t1 join class as t2 on t1.crs_code = t2.crs_code,prof_num,105
course as t1 join class as t2 on t1.crs_code = t2.crs_code,prof_num,301
course as t1 join class as t2 on t1.crs_code = t2.crs_code,prof_num,114
course as t1 join class as t2 on t1.crs_code = t2.crs_code,prof_num,342
student,stu_num,324257
student,stu_num,324258
student,stu_num,324291
student,stu_num,324299
student,stu_num,321452
student,stu_num,324269
student,stu_num,324273
student,stu_num,324274
student,stu_lname,Oblonski
student,stu_lname,Bowser
student,stu_lname,Robertson
student,stu_lname,Smithson
student,stu_lname,Katinga
student,stu_lname,Smith
student,stu_lname,Brewer
student,stu_fname,William
student,stu_fname,Juliette
student,stu_fname,Gerald
student,stu_fname,Walter
student,stu_fname,Raphael
student,stu_fname,Anne
student,stu_fname,John
student,stu_init,
student,stu_init,P
student,stu_init,K
student,stu_init,H
student,stu_init,B
student,stu_init,C
student,stu_init,T
student,stu_init,D
student,stu_dob,1969-8-23
student,stu_dob,1973-4-8
student,stu_dob,1975-2-12
student,stu_dob,1958-12-30
student,stu_dob,1986-11-30
student,stu_dob,1976-9-16
student,stu_dob,1981-11-15
student,stu_dob,1979-10-21
student,stu_hrs,66
student,stu_hrs,36
student,stu_hrs,102
student,stu_hrs,42
student,stu_hrs,15
student,stu_hrs,81
student,stu_hrs,114
student,stu_hrs,120
student,stu_class,Jr
student,stu_class,So
student,stu_class,Sr
student,stu_class,Fr
student,stu_gpa,2.11
student,stu_gpa,3.09
student,stu_gpa,2.84
student,stu_gpa,3.27
student,stu_gpa,2.26
student,stu_gpa,3.15
student,stu_gpa,3.87
student,stu_gpa,2.92
student,stu_transfer,0
student,stu_transfer,1
student,dept_code,ACCT
student,dept_code,EDU
student,dept_code,CIS
student,dept_code,BIOL
student,dept_code,ENGL
student,stu_phone,2114
student,stu_phone,2267
student,stu_phone,2134
student,stu_phone,2231
student,stu_phone,2315
student,stu_phone,2256
student,prof_num,228
student,prof_num,230
student,prof_num,199
student,prof_num,205
student,prof_num,311
student,prof_num,222
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Psychology
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Sociology
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,English
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Computer Info. Systems
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Economics/Finance
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,History
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Accounting
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Marketing/Management
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Fine Arts
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Biology
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_name,Mathematics
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,school_code,A&SCI
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,school_code,BUS
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"AAK 194, Box 422"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"DRE 156, Box 284"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"KLR 211, Box 52"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"KLR 284, Box 63"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"AAK 297, Box 438"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"BBG 185, Box 128"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"KLR 333, Box 56"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"DRE 102, Box 223"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"AAK 230, Box 415"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"BBG 208, Box 132"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_address,"KLR 126, Box 55"
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,4234
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,3119
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,3342
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,2278
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,1004
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,1867
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,3245
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,3126
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,2008
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,4110
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,dept_extension,4117
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,BBG 185
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 409B
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,BBG 208
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,AAK 160
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,AAK 201
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,AAK 194
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 211
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,DRE 156
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 333
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,DRE 208
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 244
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 229D
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,DRE 102
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,AAK 297
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 284
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,AAK 230
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 300
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 126
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_office,KLR 203E
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,2248
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,3421
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,1145
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,2851
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,4683
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,5561
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,4440
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,3550
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,6783
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,2278
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,4436
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,2359
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,3412
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,3899
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,3000
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,2000
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,5514
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,4016
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_extension,8665
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_high_degree,MBA
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_high_degree,DBA
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_high_degree,Ph.D.
department as t1 join professor as t2 on t1.dept_code = t2.dept_code,prof_high_degree,MA
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Williams
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Jones
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Osaki
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Donelly
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Rob
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Coronel
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Heffington
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Dexter
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Washington
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Stoddard
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Okomoto
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Graztevski
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Smithson
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Ritula
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Blalock
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Matler
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Doornberg
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Smith
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Yukon
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_lname,Thieu
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Ross
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Melanie
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Ismael
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Van
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Gerald
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Carlos
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Robert
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,James
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Preston
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Ronald
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Doreen
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Annelise
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,George
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Willa
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Arnelle
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Peter
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Anne
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Hermine
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Herman
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_fname,Ralph
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,E
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,O
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,K
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,N
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,B
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,H
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,M
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,F
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,A
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,T
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,D
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,S
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,L
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_initial,G
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_jobcode,PROF
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1987-7-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1991-7-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1984-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1985-1-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1978-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1989-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1981-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1992-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1995-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1992-5-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1976-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1990-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1983-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1975-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1994-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1988-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_hiredate,1982-8-1
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,emp_dob,
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,SOC
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,ART
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,MATH
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,ACCT
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,ECON/FIN
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,ENG
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,HIST
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,CIS
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,PSYCH
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,BIOL
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,dept_code,MKT/MGT
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,BBG 185
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 409B
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,BBG 208
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 160
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 201
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 194
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 211
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,DRE 156
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 333
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,DRE 208
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 244
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 229D
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,DRE 102
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 297
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 284
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 230
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 300
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 126
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 203E
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,2248
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,3421
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,1145
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,2851
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,4683
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,5561
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,4440
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,3550
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,6783
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,2278
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,4436
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,2359
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,3412
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,3899
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,3000
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,2000
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,5514
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,4016
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_extension,8665
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_high_degree,MBA
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_high_degree,DBA
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_high_degree,Ph.D.
employee as t1 join professor as t2 on t1.emp_num = t2.emp_num,prof_high_degree,MA
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,SOC
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,ART
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,MATH
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,ACCT
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,ECON/FIN
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,ENG
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,HIST
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,CIS
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,PSYCH
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,BIOL
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,dept_code,MKT/MGT
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,BBG 185
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 409B
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,BBG 208
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 160
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 201
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 194
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 211
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,DRE 156
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 333
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,DRE 208
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 244
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 229D
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,DRE 102
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 297
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 284
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,AAK 230
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 300
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 126
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_office,KLR 203E
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,2248
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,3421
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,1145
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,2851
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,4683
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,5561
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,4440
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,3550
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,6783
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,2278
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,4436
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,2359
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,3412
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,3899
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,3000
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,2000
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,5514
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,4016
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_extension,8665
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_high_degree,MBA
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_high_degree,DBA
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_high_degree,Ph.D.
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,prof_high_degree,MA
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Williams
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Jones
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Osaki
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Donelly
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Rob
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Coronel
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Heffington
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Dexter
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Washington
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Stoddard
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Okomoto
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Graztevski
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Smithson
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Ritula
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Blalock
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Matler
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Doornberg
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Smith
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Yukon
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_lname,Thieu
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Ross
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Melanie
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Ismael
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Van
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Gerald
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Carlos
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Robert
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,James
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Preston
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Ronald
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Doreen
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Annelise
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,George
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Willa
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Arnelle
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Peter
professor as t1 join employee as t2 on t1.emp_num = t2.emp_num,emp_fname,Anne
